wallet,abridge,amount
bc1pudtdauxwhr4e9ly3cth5pggjm6xef8740q5xa77ju2q95mvec0psasgw6u,bc1p...gw6u,1
bc1p3pn9degqgcf4gdtly75ce9zgxdykzsvdmtv8jdqy5ay29f53wvdq9jrlgz,bc1p...rlgz,1
bc1p9rjcgdjzn5wpgh82hzy7z4yj2c64hpsamfrwgst4dxge59aucpdqy77g0n,bc1p...7g0n,1
bc1qpup5wk4sn7slw8ydnv3lpzm80p95ugzjw2vqys,bc1q...vqys,1
bc1qcz2jjczcsea5rt4rz4e98n5yujmamjwjh6r3nk,bc1q...r3nk,1
bc1pyvu3098h8kpya6u5w9lvfedejrr7vck3t5mdf308d7qdsp29r4nsecaa3f,bc1p...aa3f,1
bc1pzepjpxujcly8fkutzfdf7y45zl9vhj6fz7uqqvvpg4p3hzk65fzq7fjyge,bc1p...jyge,1
bc1pg4epsvuwgjeq09exj9laljd0qzh8slgl4m2c8xf0ypgf4v24lfdqgtw94x,bc1p...w94x,1
bc1penuu76gveddqqv68jdwkg5q0ed3079puhx5xk8pfc6798rw4uu9q9vawlf,bc1p...awlf,1
bc1pm3dycjkzdwzyqqajkg2hnpz0hyka4vksulncs2e7wsu94uaq0ljqeqpep7,bc1p...pep7,1
bc1pyxyp355hqxplctd2ydfdjpphfndfmn7vvkt80hp8scancewzmehqxpz9y0,bc1p...z9y0,1
bc1p96rwwlmvajr9uczfw4zad8eredcy5rw4q3ngr8vejkej0p40m45sd2dy4p,bc1p...dy4p,1
bc1pewea0qmw0zxra4neu3altxxagk54lyw889zglw7ghjlj09yhfq8qllg43h,bc1p...g43h,1
bc1pzjfx4r8pafmhxyvc3mhszfrc7t4nmzq9m7cfrszu9uxs4pm6p0lqeukzgs,bc1p...kzgs,1
bc1pf0yeqyrz23pn5k673xjyzj52h8mz6lma9vyr20sysapgmfhnkx3svzd87v,bc1p...d87v,1
bc1p6x6vxx4ag6da64ksspws4xls6drsufmkvrc6k5k2kw8talqmkeys3qsknn,bc1p...sknn,1
bc1q5dlpys6dvzy6jlk7s2j0eqwu4m07ktt5p20aq3,bc1q...0aq3,1
bc1p2hec3xksxs0falqtxuh8dyvfdjmae7xcuansrwk69m8ky2x8pvaquvnuyj,bc1p...nuyj,1
bc1prvdq6etczvm0qr97hq0fr6swr4x9ps09m78tu2u7g6yp0dtm2zws68krd4,bc1p...krd4,1
bc1p9s7662qyvscmnhajdrerdzpt3cqa93ejesv4n6a6yl5cz9s28f2sl29lnz,bc1p...9lnz,1
bc1p3wuqzpa8zjdl8j2nw7n2rap7jewz8gasuk6w4g267shp4720djaq86eej9,bc1p...eej9,1
bc1p4qfdm85lklt89tnu80yqsc4asvgdu3ge5mvajue0dkrqnscu05msyvvv6d,bc1p...vv6d,1
bc1pxttgvkr3svqp7l9r6yffnqfvk5yquq3evcd0zxq4c4tmcxydvz6qx73g5h,bc1p...3g5h,1
bc1pnrgjf5nsk6mu400ly762h4uk0r3amxnuqn5pq4742qrex4yuppds9g7tc7,bc1p...7tc7,1
bc1pkhs28kp7e8v2exw9csztm7ulzc4hclwfev02d5ndq5sq4drjl6dq53hwzh,bc1p...hwzh,1
bc1pj4rqly2sahwafq2tu69rf9ynq7up5ggssjhfh6ztv9npy8h87t9qz5jxly,bc1p...jxly,1
bc1p0n5ukypnz78mlwagyrq5w4jnlz98x99pxd9jgw9zl8p0mf8wpxpqcjhwha,bc1p...hwha,1
bc1prfrcppg7d46hxatmlhgm305evje20nyswv55967mpx5uvu6xqprqjd4dqk,bc1p...4dqk,1
bc1pymcqwf2ddtqj3dmv7ymqd86p7pkey8fx0g0twuyue7m6gs3sllvqynmpc4,bc1p...mpc4,1
bc1pa3587fvw6vg307dely53tz9ya476vpg3zkpepg94nwtxzeqekx4s3ddc54,bc1p...dc54,1
bc1qpf5ya2lhmmqhr3htm93fpewyktkf4l4c9t3ucl,bc1q...3ucl,1
bc1pxj95zd0rwyfst0pggnwx2xv4n65083pgfm8frpss6kt8lf8sp26qfue5dw,bc1p...e5dw,1
bc1pn6qsyrah8hu3ugyk9l86wg85qgdtdvlcr89gf9jjq0ssxary8j5qxrqspx,bc1p...qspx,1
bc1psrk22gs060jsl0qgwafz4m6e6kju8s0j349xysyvru6qz48j5ucqjaz8ak,bc1p...z8ak,1
bc1phmsqtnv08qcvkz5t980ftgd4wca6s59vpauw3lh2keuxnddzw9sq47dhd9,bc1p...dhd9,1
bc1pkpcjhkqzwxy9tyvdr6gwjfp5lr2tycf6usjmd5kw4affarnrg0tqaj0vxg,bc1p...0vxg,1
bc1p8udrxdc7f57h7r7s80yg8zvzsxjy4uhq8jzxyljf0ke5pet7l68sqme974,bc1p...e974,1
bc1pqr7em2aaf0mf56gc70l84jd6yy5cp8mxe6lrehugrcj33wt29yasrfhfed,bc1p...hfed,1
bc1pge0d735zs3aw329n2x2lem6g5dwgcz9w7smnfaqysvvscsw9qhesrwmdx7,bc1p...mdx7,1
bc1qap946k93xpzn5s8ct55l9sfywwfsefkpdyp0pz,bc1q...p0pz,1
bc1ptt3hajuwhjwyacm5whjdqqq3aa3q3xppl3tgvkur0qetwen6xywsc5rgfr,bc1p...rgfr,1
bc1pezxsf8xaeq0huzwlaf824wc5w5kqga6dp6dxrzugee275zctwnusy8pfdr,bc1p...pfdr,1
bc1pavd7p3r50u6zqhrtmlmrmykr3dpp4yt4ztzdpuu75tle8fketkjq2ca0ar,bc1p...a0ar,1
bc1p2lh7w08w6kqt7tfsj2pcru79hnjeze7lq95z522umkhtpn8frnhqv84a7s,bc1p...4a7s,1
bc1qd0dnwk99a7mj7r0j6lm66jk6s6u7z0rs92e6as,bc1q...e6as,1
bc1q6vk0lj89txu8s2l6ch75el7eau6h63pjv0ru8x,bc1q...ru8x,1
bc1pllhdlhfuyzgjxqhvmt0nvjerseh7qykq6msuy7wzk4tvpfp8y8fqqv0l32,bc1p...0l32,1
bc1p4t00s2zfgpk3erdg9q7c48cjgwz0fdg2ykgqeyju0jcman86dtqqa0esqr,bc1p...esqr,1
bc1p4vu7xy5gyzv43d9n0s5v2tltsurvc024s6trehdxjnzr3eqgjc3qlrqlrn,bc1p...qlrn,1
bc1pk5g3vlchc3ukge5498v27u6xtw7dfga8avte0qz4w2qavh2us2ys34f3qq,bc1p...f3qq,1
bc1pd4ak3clha34dcmtrzqcpkaxm7gzwz887zksnzs62g5p63mj296nsyglxha,bc1p...lxha,1
bc1pkqv9nhxu9laspgcqegxrmd47wu0x8muzdx6p57gqy8tlzk0jckcq46ha0d,bc1p...ha0d,1
bc1pyw0rzkh5kph9jqcdwplxlkmv6vw65ew9cmu5a0ryq75ts7fxravqpcrnak,bc1p...rnak,1
bc1pd2f0098zgjjz83emanjmnf2kw7me4xaqw4znezuutd5tdp76sa5sadg68y,bc1p...g68y,1
bc1qwrj9ehfxa7qrushagtyclycmj6ry7hy6avk4hm,bc1q...k4hm,1
bc1ppekwymlvrqrt9eg3utr5h7407l78nzkl3lp4jqss3ewfrlej45asyqxl3k,bc1p...xl3k,1
bc1pukpramezktgeplme98p2pcypp027ymxed4gsc8qs8d53fp6pkhwse9af4l,bc1p...af4l,1
bc1p55t6kmhz24lan0gek0924fe9deastlx75w2v85yfh29csddygmaq6cln28,bc1p...ln28,1
bc1pu8rmy866d9rv8vrt4rvrd75cvlfux5xm80u24rqmcdd0jwke4pdsr9gzuc,bc1p...gzuc,1
bc1px2nz7kv9wq3etjzrapsssr0ys2zu2xmx9s06f48yz7y6h7t7j2fsywzh9v,bc1p...zh9v,1
bc1qtqg4yh6rpx9x67dcy3v6cpssatp0gvukj3kdw3,bc1q...kdw3,1
bc1p89ag4r3xu7l3hfqrs6wnuxddjhsvnpnme9dx4a0nvyp0d6swdq9qllvlu7,bc1p...vlu7,1
bc1phxte8qq2vly2cln9e9n4q7v6qng0st5vrma2kkjpcq5erdf4wwxsxxulda,bc1p...ulda,1
bc1p0z7hzp3t7n5keagyg93vk5q99davtl3u2m0arnrwpvjxscj352psffkpk2,bc1p...kpk2,1
bc1pdqp2tvadzayjlvl9xj4fu8m3fjtha8kg32pd0zye45putp767kjslahnqm,bc1p...hnqm,1
bc1pmg6u6cqwt2qldgqm82kjscstww0hqhn8phqyfh6j5j8vmc2trxqsxhtuym,bc1p...tuym,1
bc1p8kd6ngd2dzc9u69jm9zw5yk5ftghcne75xalf9la78qkfxejk69q7autv3,bc1p...utv3,1
bc1pyv27mwucrnch706s8sdnvwmg95ykqpppgf7m3hwd0338tt5a4awqners9k,bc1p...rs9k,1
bc1puyvdfc3tfuhdxrntpmrnjafmrc9jywdl3yks33v9kmaxp7x6me6sqt333p,bc1p...333p,1
bc1qs44cukl737w2j4vhstvvx82kekwusqp03cnt9f,bc1q...nt9f,1
bc1pn0xapjpwyd7cjuwnr29ruhn82j4k0vas4rj6h7c3x4ark9zkr8dqc8wxw7,bc1p...wxw7,1
bc1p0hgc2y78ts9myfcjj94cd3zyrpsddgm4gqqxwasq6yfhckdp4amq8rf7yx,bc1p...f7yx,1
bc1pkgzfc69cs6204art95jjvc308zh9nym6xgg6jgqxph07qwrkg7esc395ds,bc1p...95ds,1
bc1prn50szs4ktd2vh4thudfx9py42qj0plcl0tfpckftazxpqd9aqms3dtqww,bc1p...tqww,1
bc1p9rx0zm6k89t2shklvwt6z762dawdn0f5carem7t6aypxtxxf2l6syua4z4,bc1p...a4z4,1
bc1p8emumyxe4wf7wn7kncrneply7ll6pup3te4ze0k2f5tus5yecd9sh4a5g0,bc1p...a5g0,1
bc1p8shdxkfwdhhavm09m6as5gp6c386lm9qls7g9pl8mgc5h5e3st6srjv2g7,bc1p...v2g7,1
bc1pynvk4h8sa0h2ev0pewx7l4qzskpjf9ej69rlqknyw2aelgaanpvs7x0zzf,bc1p...0zzf,1
bc1qxg6zj4s4z50sye223ay5yhhsxhndr4v34wqwc6,bc1q...qwc6,1
bc1qyqert90nsnm7ls3stuudwdz6mflurtr7aqrzm4,bc1q...rzm4,1
bc1pkha78c4k2wzy5xkjzx48n4gyc8usxaafpp7xwwre433e0pxwejxqt4ylgz,bc1p...ylgz,1
bc1pdznjlvht30sar4wj2v9asvxm5gnx8wyu69td4zxn2gkjq0ruer4s4j74t2,bc1p...74t2,1
bc1pzq7v8qx9sxd0vleadg6qmaltltqt9k2wpyz9ap92m4qkc7ux0stscec42c,bc1p...c42c,1
bc1q7nyvez06melqxuse2vhvfa0n929vwrk2md8we7,bc1q...8we7,1
bc1q562025jql5p5h264d84vc7quea7k9pkexdd7j4,bc1q...d7j4,1
bc1pe96xml9tum7jrj0lnx0rlvlv5yek88tvnu0jltkhly5euqgrs7ps0c8a2r,bc1p...8a2r,1
bc1plf0jh3cxcgw3quyryv9mqf22r9wdrsatlr0tf7ernvskl9yvcdcqz7j3u2,bc1p...j3u2,1
bc1pz722lk3thagew4492rht2272zr3wnjvkag0870ulm6tea6wt0djs72m85z,bc1p...m85z,1
bc1puwkuqxd8cjy58qv2hmtgrwgfxfnrrjd7hydcyve0pcts05ez7lpqtcgg7h,bc1p...gg7h,1
bc1pse4xmlh54fcrh7q6uy88jhuqddnlkfygnexc5vse0tl0mkr4n9aswzj09r,bc1p...j09r,1
bc1ptnc2cnfpcsz4mz0haqywa023am78vyjhugxha63f8ua30c73nmfswvw22g,bc1p...w22g,1
bc1ptnrmnuy4q56y2kxnr78zd0jxhgajg680fvyse2egfkdwygmnpccqgmw6uk,bc1p...w6uk,1
bc1q9m7k5vnl0svzfn3sqdm4c9grlv3aun3v9cc9em,bc1q...c9em,1
bc1pq9xjv8knfrtm5hmkf42x0aek66n3g37zralhdcukwtphkz0p6hlsug2c04,bc1p...2c04,1
bc1pccap3lhuq5k0r6yzplt9j9sdn3kzy0k989jx52z6cpuve68g5d0sar7ny4,bc1p...7ny4,1
bc1p9nn5wphug4uymhmfruvk3jz8lavm6wyjvnh5yjtzlm6azuhrrsqsa9xdkh,bc1p...xdkh,1
bc1pxxu2srml5q7w7ahcu6zeq9fvj45agt99hnrzmrt5pc72t4nsnc5q564xhv,bc1p...4xhv,1
bc1p6xuj4lvd076rtpwcns7k4mmphvwn0x8t38w3hrnk299qz5mcgazq9q7fsr,bc1p...7fsr,1
bc1pqejcm2phlfm65c24xcxvm077r7p3ayvd24ugku7tcsjnazrrlznqv4ud3j,bc1p...ud3j,1
bc1paefrgym8sk8vahusyrtqlalafzsae7mhxrrq72mcfjztn5s6zwpsk92r6p,bc1p...2r6p,1
17VtnnuFFH8DETnNJB53APeJ6jPSFmKmWb,17Vt...KmWb,1
bc1pgk7apnd3qn2jcc36p045g6urjye9nzmmcaz9krkug2m0czts7eksvrf4te,bc1p...f4te,1
bc1pqq48ucw5s7vy3q7gaedsk0nmvuvvlat6luwzc3hd6smtghskqyqs0jpysx,bc1p...pysx,1
bc1pd3fl2lcczu4jwf5t9l5x2msjj59yakhygdhchhw3t8pcp4zpee2ql5muz7,bc1p...muz7,1
bc1qe4tuk4xt6k92azanf8qvhm2ejk2xpx4uavfjnj,bc1q...fjnj,1
3EzbdBHFGbf9Dok65VjPPBiPWTWXyEzDHe,3Ezb...zDHe,1
bc1p0c7wwxgc08r37frv95k8dtrdjqkdmm9xwdn34xtzlzg0quzyvj3qhfc6hu,bc1p...c6hu,1
bc1pxj9j3yzkk39antsvwnar50r53z7cq3u2m70m5uc8xc5xkxvgg89s4xuwnk,bc1p...uwnk,1
bc1pth5ha9uu3zc4sem66ep45rgcfu7arme9v3ea3xasp77lg5hfu27sf4cxwq,bc1p...cxwq,1
bc1pmw2cg7t78rlrm4mcztk3aglsj4ayyqjzfqhuehsufezul9nnk2tslr7zjl,bc1p...7zjl,1
bc1pwlvz073hu4p4yy4hkq4rgrmw579ezw033nkcgx7ywk94ltrlqcqsgtn4el,bc1p...n4el,1
bc1pkrlfjnxuhsue8vzn4cc309w4glwasuut9gvjm986pl72y23phd6qxnewmm,bc1p...ewmm,1
bc1p3rr29fuk2lh70cpaaptqc3556pd3hpjs7xf7kz34mu0twk950y3s6v9sv9,bc1p...9sv9,1
bc1p2dnxcw8ks9969qtjlrltsc8g0eqewg48dpymzgnd5xn684sf58aq7crq6l,bc1p...rq6l,1
bc1p6ql7jnamat596tg8jmhw6g02acjcg2g2aej5evm32nvqd33gwdmscd28dk,bc1p...28dk,1
bc1p26ekgpw0nl67qszhkjnhvxlv3nydtdn4aaepvpsrj7car222yl6s9ymynd,bc1p...mynd,1
bc1p9v5hkc0z4vrf8e09euq0ux77egp6mu62cu2e40yarfvzys6ye3yqd2chm9,bc1p...chm9,1
bc1pnxytu0ghnxt98zv76rs8amtn9l5sdfpmgnpx88muddyhj6wrxlkqkvulnf,bc1p...ulnf,1
bc1px8jx8tvj4cwtsctseeukwjff7f3wqz0a40dwlr23mdfyqmxx3a3srpu2af,bc1p...u2af,1
bc1pljzeh6znml9dd5zveftvf7936ph22hynhznwh3kdhufgkg33yvmqdtre3p,bc1p...re3p,1
bc1p9y5zht9q0fhthqz7zav5qf0jusndcmajpczrye9k7k0ha29p6rrsfdwzkj,bc1p...wzkj,1
bc1pmzsx5jcuylz4u9k25ffuaqf9jg95ty8jfrgpgh8y9slcc7gu788q6cn7hl,bc1p...n7hl,1
bc1p23tz57hdsu0vl2jgl0qetu4g884fahs056v85uen4cswtsvdju0sg4z33j,bc1p...z33j,1
bc1pdth5x9el3c6k886sn4fr39lk36m73tqqvsywk0xqj66uds8j5g9s6l33sa,bc1p...33sa,1
bc1pa7s5mzq4v8dc694deh0gyvulu3w00vw9qyjs5tvwu26zvf7nwgasmhu9cl,bc1p...u9cl,1
bc1p8fmlu2gra0dujn3leapsfz8ehy35nc0jf4vyuv6cqjl2twznn02q8dalkp,bc1p...alkp,1
bc1pjweh3xyt3p6nc04x34udyztvkyprlj63a28ndkxgaf7s5juk5huq9j99ru,bc1p...99ru,1
bc1pyk74tx28h9vwdkf24reynpdyqaurxlrwjd89xmq7yqr9rn55svqqguc5sc,bc1p...c5sc,1
bc1p64zp648d0pm4fv6p3pcha5drh9xuxqmwna3l6gpjyzhyvjntjxcqzy5qhh,bc1p...5qhh,1
bc1p6sxdt9sqf6t6lvaw6hynx5w23ka9vdry4f9rnxfuay4m0xj7n6rsfy8myu,bc1p...8myu,1
bc1plc65a4v8gglme56rahahupdwgglwsunjedtch8r55l6lu3v0dkvqtmcvxd,bc1p...cvxd,1
bc1pgjcqyrlexpc4s7ven5cgfs6kfyj626l5wv9gs0d2lr8rtq5qhkrqw96ry3,bc1p...6ry3,1
bc1p222c2857w2m24af5gl2kqnumvf3kazpmyqjrfqt0lnt8pajt4l2sfkkqf2,bc1p...kqf2,1
bc1pd42nunpghs8arpzfruxeywdlhpgut9rsy5pzyl4lrzkxdz3mjmjqfdezj3,bc1p...ezj3,1
bc1pl5myag9nh3am6ukwp7ejqh07tm6a0weu7fwwzm5wl2djhzwu7sws0j3ufh,bc1p...3ufh,1
bc1p35xel52gs96u6uxj3dj2z774l72a0h3gcaxsex008jwfz2zv79nsljmyal,bc1p...myal,1
bc1p7qdqxpne23r62mj0nla23gxatswn4x4yjqefh4av8jw6ss6g7w6qtsq7n4,bc1p...q7n4,1
bc1pfsp4d667l9624rw027tvyrc4c2jp55aqzmq0u6wulqgx25uqwrfqjn9wd6,bc1p...9wd6,1
bc1pmx6h9etw50463uhwreqr8zjk4eecdz95kq3sn4jxd7fy4f2l6zkqnw2dnr,bc1p...2dnr,1
bc1psqz3qclkqc2494glr4vpj76mg7hkgx2u6plwz3edhvng07kmages9wq6py,bc1p...q6py,1
bc1pnjxryyrv7e4w8zkdfuzl7gm45vjxennm23knc3delpp3c52ra75sljnxmn,bc1p...nxmn,1
bc1pzxlnu0lkhz6xsamxjrjw5c4gk3wx2vrwgl3h5yazgpaxh8t6n39qfkpdkm,bc1p...pdkm,1
bc1qfwada0adhx5cfhyxn3frq7xfc4he5x42adx8r4,bc1q...x8r4,1
bc1pltl9wch9z64plk9ald8amclwsjzunx97vuj29ymheuxc8a7spnnsuvwsg5,bc1p...wsg5,1
bc1p03jzp8zdjmxfp222pdwqy3dkg7vjg8j2drx9ntrsr0cg4hr4lg3sxtgglj,bc1p...gglj,1
bc1p32u8jea0ftnvquxt2pvw9fn854fz087ds850vgndmqf6h5yy6fcq8uk7nq,bc1p...k7nq,1
bc1pml4t5zwnnh0cqwuwc03jcpddz45rclqe4hxzg8dk8fhzf6rk96wq5g7aae,bc1p...7aae,1
bc1pwxf8m9jqk8sztqqqfk8ankppwyaqja6mnr4alkv823540grc8lzq3g2lh7,bc1p...2lh7,1
bc1qxx9wjhz37n4859hxcphexsvjrl6fcuy7j800cv,bc1q...00cv,1
bc1pn34dpzkvj9damsl88pnry4r9uqgnxch7hvfnf2fs92j779pya7wqpldtaw,bc1p...dtaw,1
bc1q50ksrwsju0jq7vj5e80jmr0yxl85pw6pnrcluxt9lx0xklndc4sq83kkmv,bc1q...kkmv,1
bc1p2e5m2gzvlt633p3zn77jlh3pcp6rpu0tk06s4c2m3m2hrv6kfxwqde3x42,bc1p...3x42,1
bc1pdylafun5s4s2skfgql5l569t0ft8809a8mcn633ly66ducvkzl3svfjrdk,bc1p...jrdk,1
bc1py04jmsltukruxs84f6k5353mfzmgyr4jyznzyhynl629kps7vtlq96gd0r,bc1p...gd0r,1
bc1pnptv5rjl94t3k5rpe40ad2vxje3f9sxv65yp0n5cymlc7tl5ndqspjmdag,bc1p...mdag,1
bc1ptueqmt5lvaxv8lrzmglc0df4c5ynycwsg28xyurl99grx7pxa3vq37rpcg,bc1p...rpcg,1
bc1pcgk8php0gh0fqy2rtzpgt52jrp75zya7auts9xaqnxah63kvtsxs745wsr,bc1p...5wsr,1
bc1pt233qczkyhxxlv9zwv43yrh97gn5668l2qvgr9ydvt8rvx7qz9dquhdwal,bc1p...dwal,1
bc1pd70l5nsszz0aauwsa4hv8yga38fptqf85r7h7sxv3hdav0v8vnns30c5u8,bc1p...c5u8,1
bc1ppap3tc0pjw9f5v3rcxfka2y2gaeuht8wqaghqfc0aezs67val7rqvm07xk,bc1p...07xk,1
bc1pkgfm5wenszzrdw9g8enpzluhuyhzkfxxhsyjp8kwggvrje4nrwas4tl4au,bc1p...l4au,1
bc1punuhuzvgjamkskdtcugnttyzgxagsrxec4zwjhwe89v9vjr6g6zqnaezhz,bc1p...ezhz,1
bc1pz47v9vxpk09lu2z7hnmv6xeg4hysg0xsd8kpay9xmw7n438q6cuserjgm0,bc1p...jgm0,1
bc1psvt5glcltym5x998n3ntqrczpptczf6kvqnla75cfvj26p6gwjdqtf0srh,bc1p...0srh,1
bc1pwcft8zt4gxe7gh934d2vx5npfl4zyd9c9zmgkwy9knt9x6x0347qzpctjh,bc1p...ctjh,1
bc1p5g725u5ah53senlpe255sduk2ma435v2wnwdktxz7hfypxmyvmgqgkg27p,bc1p...g27p,1
bc1ps3lr00tk5kxpqlzh7dxv0a2q70uwqrun2kpe2d57h8twaswqne7s4cfyfm,bc1p...fyfm,1
bc1pa45ppd8yw0pm2dahl4dwrun2ywnvcs9k8yw55lgc80jnh0tcethqpe4482,bc1p...4482,1
bc1p4lxgy479a0f6tnx6h8rfakj88nwnhhftpgv9kskgc0spt5a4w0zs9xhxsq,bc1p...hxsq,1
bc1pgw9vz6q6zrxukurtfzv8k2pt6ptqm3uf4pzq6zrvaw3ms3vxpx5sw5epfr,bc1p...epfr,1
bc1pmzjxm5hz9nyx25ncffdndmqfcz3rekeudl65yh6q3pr682x5gycqu76548,bc1p...6548,1
bc1penj5l8umhkccwaa27e5fayf2kzxwmpd7zau48syjtzqteh8my63q4l0lca,bc1p...0lca,1
bc1p9jdw8jtxz8atu3chw7f2xn5gydy68j4mfny6j70d5t3d3tndaxwsxzv4eq,bc1p...v4eq,1
bc1pzfarscrx8tx8tsnphkzc9v9ry96jn6axjtl2sj23xhjku7jgssnsrvp845,bc1p...p845,1
bc1pcdjlaqgcyyzmhhr50fya8kgcjjcem8m6lz4tktl3t5rhs9upaq0qc6hqj8,bc1p...hqj8,1
bc1pwmdwz9jktkvqthksuhnp2favj8nmrz8zmvjaxl4dtk9hhl9ndm0s86rsk8,bc1p...rsk8,1
bc1prs9t8t0e344pzuj6qr7955lq945w6yln0m4apzry0vckktgljg9su3lf43,bc1p...lf43,1
bc1pt3ckdmqhgh6dj36wrhlzz0vjehu5lvrzly7jkam9sf4tlypy6m5qm2dd3a,bc1p...dd3a,1
bc1p8qeq9r7982qq6m0z2hg3g90w95cf2s2jysdwvdsyglv42lf08ppsxnngxm,bc1p...ngxm,1
bc1p8xas8gzclnwlty85xsl0jfmwwu3akuphwfv6j0wfy9dsea4r8jdqr09hlw,bc1p...9hlw,1
bc1p7ullw9xaxmwf27qrfpemuec05k8xx6rzp3dd784rwyrrclmtx0lshczdz9,bc1p...zdz9,1
bc1pplqyh9k8h66a9xf9z2u55kvjc9tdkak2jkxpxue3aeussxcw6wvsq9nf3t,bc1p...nf3t,1
bc1pkvtvtvsfepm3c9zt3vtxwcw9a6q9ne6wfnq5w0xxr3ca0junak5qhgfza3,bc1p...fza3,1
bc1p9e603tzmcgmpwrpyfhr7pcjrxtdcdydnp43dp6tyr0h8c2hv0z6s787zjr,bc1p...7zjr,1
bc1pu6r90akc9hs77yzscefu4dkpqmrxqxs3w8pwzmtuj83ylwpgws4q5rrec7,bc1p...rec7,1
bc1pct4a39j4ng4nfgs9qsvltp04737stqn69c4qul29k59drlmmcw6seav8ha,bc1p...v8ha,1
bc1p8nu297tglrnlrl96n7lk38epazzjrqr5e20c5gj367vrr29a4dsq3feq45,bc1p...eq45,1
bc1p4l92njj82fpyw8ve86fvj9vfcv05s2jrqwgp9a9zkk6zhrpw9wxsh6l2jn,bc1p...l2jn,1
bc1qhh4rtz6yhtj03rqru397fpn909w4ng74p8djpc,bc1q...djpc,1
bc1qhwzx77ldwxytpq650atjz5kkcz6gsnr8yx9p36,bc1q...9p36,1
bc1purgsvde5kn478s0t00c37xm70dug8gdmpg7frmfwy4qk7pqw200qjhqwx3,bc1p...qwx3,1
bc1qty2vy8j6yyk9yk9qxe9sces95f2glvfg7a8n0u,bc1q...8n0u,1
bc1p9umz062tv2k2ucfnh40qhphqmqnfjug8upru24nnunjtnxphtmwqduxjcs,bc1p...xjcs,1
bc1pf9kfljy4vrfzrp53jd6nsqtfca3k8rpjfw94fpr68cp2uhxe3pus4v0jfw,bc1p...0jfw,1
bc1pkg23k24jex4a6g5qfmppsa86qqdf8f5uj5utqxq96kkrtmdpsl9qaw50s0,bc1p...50s0,1
bc1p5jl5wsdv7dhuae7kcdp2mldaqxdht0vhlu802c04atcrkej43ksqwyxshv,bc1p...xshv,1
bc1pyz62tm4kw2q87sf2tn6304aj5gcjaq9xheks7k2lh0rqj29k4m6qwu693x,bc1p...693x,1
bc1pp5jdpv3ua3d9zdhxzk4pntqg8j8u87d4m8yn0vy8f3mv0qspkfaqcdg60e,bc1p...g60e,1
bc1pv87227kjpu2vf8csrjvy5fcjhl8c36h2mvs3h4ucmrj46z2h8chsm62kvr,bc1p...2kvr,1
bc1plkadvxl5l6j6w5yjqnkfarpwdzw8sa87thxt3vtysy2kpyp5ph7srj2whk,bc1p...2whk,1
bc1pna77q8hc2ysmm9pf3kfgnm52qrtau0cl03kqka5442ckjk2phcas2e43ee,bc1p...43ee,1
bc1pcdulejpej7lfqjpl2ndx7dzau8p5z5v4xajvtvyu0d9ful59xltq4g36w9,bc1p...36w9,1
bc1qkttympz3k4lhaepvxdphy8xrqdsewxq9armtef,bc1q...mtef,1
bc1plfwdw32pqad2syax40gmcy6lfe98xzqd7kax2md8jjapqc4m3f0sc5ufz2,bc1p...ufz2,1
bc1pq5djp8cpmytsvgs7hq0fhs9nwm8rgcumwzqyt8h8u8l486qhsfmqh88cf7,bc1p...8cf7,1
bc1pyvvlgkqwrephhq47y082a5lx9st5tf4g94mm23zd0ymkts0xs0tswd5rk6,bc1p...5rk6,1
bc1qqxvqw0k3h8qyr9vvdfcmuf2lh444x2u437e90a,bc1q...e90a,1
bc1ppe6knkp0hu99qu58hg46mg4ul2jmccgpmncvcvq7atmcq2mpgp6qvfg0rs,bc1p...g0rs,1
bc1p8we477wxy4avn3g2qwf5ys8ffgdex6z27r6fwpakdmqf5ujxhpjsdjjlh0,bc1p...jlh0,1
bc1puwvu0ffe6c7qf5nf0gk887msmvvpr7ghwujhyzp8389h0a7krmzs3x7ffc,bc1p...7ffc,1
bc1pmeh7rtdrnx3qexn0q90zvkflhag90yq8087q5teggdjx2x74jv5s5xsk9f,bc1p...sk9f,1
bc1qxfcss6twruj92xearfj6k3s4cp3g8uhefaxc48,bc1q...xc48,1
bc1p72sgsp77e8370rz02j26h6lwzyk2lrmn23fqqhkgzwt63xekn4ks60gtth,bc1p...gtth,1
bc1qjw7r6txhejp8m9jdrywhddvmhvn2h33ahyhtet,bc1q...htet,1
bc1pssnpmpl00s2fyd4d9u53lkv4g3c8frjnfps7554jlqz6j52e5d6sr29k9a,bc1p...9k9a,1
bc1pq8rvxqz7dpx0kzsz4drxz4u5u93j8t6jksjp562jteahevrwnfaqjvknk9,bc1p...knk9,1
bc1quyyguzj49zemmfdwqfn8x7w8lx06zjz4h0wx2l,bc1q...wx2l,1
bc1pw4x4v3hfw5x6u7ntaj6g0cqvpnue7mdn602chhgepcjnmwur6rdq4en08j,bc1p...n08j,1
bc1pja6cvgsvpxjm0cfnr00jn4ma66735avga72gf7spsrjxva7xyftsa9jt9n,bc1p...jt9n,1
bc1p25gacaymvxx4c45yys8lxnlesey5sk6gvx6laxeqrmmjh5ql9e9q00ffxm,bc1p...ffxm,1
bc1pzrwgr5k4gcgctn7463mqswcedu3ywywyuh9p5smyh7s8sl6utdds87zw8t,bc1p...zw8t,1
